Sample	Target	Reads
S35	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	103954
S35	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	3
S35	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	1248952
S35	paramoeba_mito_scf7180000003282_72335-73819_451	159774
S35	paramoeba_mito_scf7180000003282_2577-3764_451	13411
S35	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	10193
S35	paramoeba_mito_scf7180000003282_37622-38599_451	11238
S35	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	0
S35	perk_nuc_scf7180000003402_73894-74460_1	7939
S35	perk_nuc_scf7180000003591_3416-4408_1-990_1	83015
S35	perk_nuc_scf7180000003623_28906-30006_1-1100_1	12322
S35	perk_nuc_scf7180000003752_5410-7175_739-1757_1	46508
S35	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
S35	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	0
S35	perk_nuc_scf7180000003402_73455-74100_1	5108930
S35	perk_nuc_scf7180000003352_71298-72206_1-908_1	1387751
S35	perk_nuc_scf7180000003591_3414-9913_1-2291_901	5144
S35	perk_nuc_scf7180000003334_39138-40969_372-1777_1	4051
S35	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	14865
S35	perk_nuc_scf7180000003602_54737-56021_1-1284_1	37913
S35	perk_nuc_scf7180000003687_22701-24808_4-2107_901	36965
S35	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	13
S35	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	4
S35	perk_nuc_scf7180000003687_22703-23724_2-1021_1	63900
S35	perk_nuc_scf7180000003411_95621-97517_1-1896_1	40017
S35	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	3365
S35	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	2896
S35	perk_nuc_scf7180000003687_28378-29539_1-1161_1	107960
S35	perk_nuc_scf7180000003660_28831-29439_1	10092
S35	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
S35	perk_nuc_scf7180000003435_21523-22534_1-1011_1	1778
S35	perk_nuc_scf7180000003334_14360-15471_115-1021_1	340611
S35	paramoeba_nuc_scf7180000003402_66620-67222_1	97265
S35	perk_nuc_scf7180000003316_105075-106432_82-1354_1	1492
S35	paramoeba_nuc_scf7180000003517_25093-25627_1	4731
S35	perk_nuc_scf7180000003478_19048-20119_1-1071_1	96
S35	perk_nuc_scf7180000003897_23035-23940_1-905_1	409
S35	perk_nuc_scf7180000003532_6044-7296_4-1252_1	3515
S35	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	11359
S35	perk_nuc_scf7180000003402_72046-72895_1	7827
S35	perk_nuc_scf7180000003709_72424-73568_3-1144_1	405219
S35	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	22
S35	perk_nuc_scf7180000003560_925-2762_1-1837_901	275526
S35	perk_nuc_scf7180000003326_75881-76823_1-942_1	8466
S35	perk_nuc_scf7180000003897_16527-17683_3-1156_1	482510
S35	perk_nuc_scf7180000003913_1473-2529_1-1056_1	267348
S35	perk_nuc_scf7180000003454_34019-35215_1-1193_1	4431
S35	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	12
S35	perk_nuc_scf7180000003515_97393-101483_18-3600_901	160840
S35	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	3333
S35	paramoeba_mito_scf7180000003282_5381-6781_1	1311522
S35	paramoeba_nuc_scf7180000004653_9090-9584_1	908016
S37	paramoeba_mito_scf7180000003282_17181-17683_1	123905
S37	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	8029
S37	paramoeba_nuc_scf7180000003537_4360-5238_1	43090
S37	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	34230
S37	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	91378
S37	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	258744
S37	paramoeba_mito_scf7180000003282_72335-73819_451	203769
S37	paramoeba_mito_scf7180000003282_2577-3764_451	18343
S37	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	210601
S37	paramoeba_mito_scf7180000003282_37622-38599_451	16871
S37	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	14864
S37	perk_nuc_scf7180000003402_73894-74460_1	30341
S37	perk_nuc_scf7180000003591_3416-4408_1-990_1	73478
S37	perk_nuc_scf7180000003623_28906-30006_1-1100_1	24713
S37	perk_nuc_scf7180000003752_5410-7175_739-1757_1	142737
S37	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
S37	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	4619
S37	perk_nuc_scf7180000003402_73455-74100_1	1215359
S37	perk_nuc_scf7180000003352_71298-72206_1-908_1	815135
S37	perk_nuc_scf7180000003591_3414-9913_1-2291_901	27701
S37	perk_nuc_scf7180000003334_39138-40969_372-1777_1	18922
S37	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	55032
S37	perk_nuc_scf7180000003602_54737-56021_1-1284_1	71222
S37	perk_nuc_scf7180000003687_22701-24808_4-2107_901	29295
S37	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	26155
S37	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	51010
S37	perk_nuc_scf7180000003687_22703-23724_2-1021_1	204543
S37	perk_nuc_scf7180000003411_95621-97517_1-1896_1	127479
S37	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	83834
S37	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	215898
S37	perk_nuc_scf7180000003687_28378-29539_1-1161_1	135520
S37	perk_nuc_scf7180000003660_28831-29439_1	146570
S37	perk_nuc_scf7180000003435_20352-22534_1-2182_901	7
S37	perk_nuc_scf7180000003435_21523-22534_1-1011_1	65669
S37	perk_nuc_scf7180000003334_14360-15471_115-1021_1	910304
S37	paramoeba_nuc_scf7180000003402_66620-67222_1	163560
S37	perk_nuc_scf7180000003316_105075-106432_82-1354_1	50909
S37	paramoeba_nuc_scf7180000003517_25093-25627_1	5155
S37	perk_nuc_scf7180000003478_19048-20119_1-1071_1	27020
S37	perk_nuc_scf7180000003897_23035-23940_1-905_1	10837
S37	perk_nuc_scf7180000003532_6044-7296_4-1252_1	48282
S37	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	51404
S37	perk_nuc_scf7180000003402_72046-72895_1	15414
S37	perk_nuc_scf7180000003709_72424-73568_3-1144_1	176535
S37	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	13702
S37	perk_nuc_scf7180000003560_925-2762_1-1837_901	111323
S37	perk_nuc_scf7180000003326_75881-76823_1-942_1	12501
S37	perk_nuc_scf7180000003897_16527-17683_3-1156_1	246263
S37	perk_nuc_scf7180000003913_1473-2529_1-1056_1	304853
S37	perk_nuc_scf7180000003454_34019-35215_1-1193_1	1619
S37	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	34389
S37	perk_nuc_scf7180000003515_97393-101483_18-3600_901	74186
S37	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	253125
S37	paramoeba_mito_scf7180000003282_5381-6781_1	220192
S37	paramoeba_nuc_scf7180000004653_9090-9584_1	664873
S38	paramoeba_mito_scf7180000003282_17181-17683_1	11158
S38	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	0
S38	paramoeba_nuc_scf7180000003537_4360-5238_1	82
S38	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	103800
S38	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	0
S38	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	461554
S38	paramoeba_mito_scf7180000003282_72335-73819_451	92864
S38	paramoeba_mito_scf7180000003282_2577-3764_451	6037
S38	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	2150
S38	paramoeba_mito_scf7180000003282_37622-38599_451	11180
S38	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	0
S38	perk_nuc_scf7180000003402_73894-74460_1	26968
S38	perk_nuc_scf7180000003591_3416-4408_1-990_1	49359
S38	perk_nuc_scf7180000003623_28906-30006_1-1100_1	10675
S38	perk_nuc_scf7180000003752_5410-7175_739-1757_1	280
S38	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
S38	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	6
S38	perk_nuc_scf7180000003402_73455-74100_1	3255524
S38	perk_nuc_scf7180000003352_71298-72206_1-908_1	1175914
S38	perk_nuc_scf7180000003591_3414-9913_1-2291_901	10668
S38	perk_nuc_scf7180000003334_39138-40969_372-1777_1	9692
S38	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	45474
S38	perk_nuc_scf7180000003602_54737-56021_1-1284_1	101201
S38	perk_nuc_scf7180000003687_22701-24808_4-2107_901	29937
S38	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	2
S38	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	4
S38	perk_nuc_scf7180000003687_22703-23724_2-1021_1	330112
S38	perk_nuc_scf7180000003411_95621-97517_1-1896_1	72132
S38	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	338
S38	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	1998
S38	perk_nuc_scf7180000003687_28378-29539_1-1161_1	122520
S38	perk_nuc_scf7180000003660_28831-29439_1	5451
S38	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
S38	perk_nuc_scf7180000003435_21523-22534_1-1011_1	228
S38	perk_nuc_scf7180000003334_14360-15471_115-1021_1	506060
S38	paramoeba_nuc_scf7180000003402_66620-67222_1	152626
S38	perk_nuc_scf7180000003316_105075-106432_82-1354_1	1150
S38	paramoeba_nuc_scf7180000003517_25093-25627_1	3606
S38	perk_nuc_scf7180000003478_19048-20119_1-1071_1	234
S38	perk_nuc_scf7180000003897_23035-23940_1-905_1	196
S38	perk_nuc_scf7180000003532_6044-7296_4-1252_1	19285
S38	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	5511
S38	perk_nuc_scf7180000003402_72046-72895_1	5596
S38	perk_nuc_scf7180000003709_72424-73568_3-1144_1	278882
S38	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	0
S38	perk_nuc_scf7180000003560_925-2762_1-1837_901	134933
S38	perk_nuc_scf7180000003326_75881-76823_1-942_1	11742
S38	perk_nuc_scf7180000003897_16527-17683_3-1156_1	332349
S38	perk_nuc_scf7180000003913_1473-2529_1-1056_1	103963
S38	perk_nuc_scf7180000003454_34019-35215_1-1193_1	4046
S38	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	67
S38	perk_nuc_scf7180000003515_97393-101483_18-3600_901	142438
S38	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	6780
S38	paramoeba_mito_scf7180000003282_5381-6781_1	484877
S38	paramoeba_nuc_scf7180000004653_9090-9584_1	998523
S3	paramoeba_mito_scf7180000003282_17181-17683_1	96030
S3	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	0
S3	paramoeba_nuc_scf7180000003537_4360-5238_1	20432
S3	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	48350
S3	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	44167
S3	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	194086
S3	paramoeba_mito_scf7180000003282_72335-73819_451	28949
S3	paramoeba_mito_scf7180000003282_2577-3764_451	15148
S3	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	38162
S3	paramoeba_mito_scf7180000003282_37622-38599_451	1808
S3	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	21421
S3	perk_nuc_scf7180000003402_73894-74460_1	37031
S3	perk_nuc_scf7180000003591_3416-4408_1-990_1	46149
S3	perk_nuc_scf7180000003623_28906-30006_1-1100_1	14072
S3	perk_nuc_scf7180000003752_5410-7175_739-1757_1	30192
S3	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
S3	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	10849
S3	perk_nuc_scf7180000003402_73455-74100_1	320885
S3	perk_nuc_scf7180000003352_71298-72206_1-908_1	153842
S3	perk_nuc_scf7180000003591_3414-9913_1-2291_901	18155
S3	perk_nuc_scf7180000003334_39138-40969_372-1777_1	25889
S3	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	5852
S3	perk_nuc_scf7180000003602_54737-56021_1-1284_1	15220
S3	perk_nuc_scf7180000003687_22701-24808_4-2107_901	26366
S3	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	3710
S3	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	3354
S3	perk_nuc_scf7180000003687_22703-23724_2-1021_1	19050
S3	perk_nuc_scf7180000003411_95621-97517_1-1896_1	11981
S3	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	18270
S3	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	102003
S3	perk_nuc_scf7180000003687_28378-29539_1-1161_1	78924
S3	perk_nuc_scf7180000003660_28831-29439_1	113608
S3	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
S3	perk_nuc_scf7180000003435_21523-22534_1-1011_1	22079
S3	perk_nuc_scf7180000003334_14360-15471_115-1021_1	794832
S3	paramoeba_nuc_scf7180000003402_66620-67222_1	37327
S3	perk_nuc_scf7180000003316_105075-106432_82-1354_1	34792
S3	paramoeba_nuc_scf7180000003517_25093-25627_1	15489
S3	perk_nuc_scf7180000003478_19048-20119_1-1071_1	31536
S3	perk_nuc_scf7180000003897_23035-23940_1-905_1	21863
S3	perk_nuc_scf7180000003532_6044-7296_4-1252_1	28458
S3	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	21588
S3	perk_nuc_scf7180000003402_72046-72895_1	14265
S3	perk_nuc_scf7180000003709_72424-73568_3-1144_1	60145
S3	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	1130
S3	perk_nuc_scf7180000003560_925-2762_1-1837_901	141177
S3	perk_nuc_scf7180000003326_75881-76823_1-942_1	11654
S3	perk_nuc_scf7180000003897_16527-17683_3-1156_1	131089
S3	perk_nuc_scf7180000003913_1473-2529_1-1056_1	111629
S3	perk_nuc_scf7180000003454_34019-35215_1-1193_1	14964
S3	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	11487
S3	perk_nuc_scf7180000003515_97393-101483_18-3600_901	7100
S3	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	13053
S3	paramoeba_mito_scf7180000003282_5381-6781_1	204786
S3	paramoeba_nuc_scf7180000004653_9090-9584_1	209532
S47	paramoeba_mito_scf7180000003282_17181-17683_1	599459
S47	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	1940
S47	paramoeba_nuc_scf7180000003537_4360-5238_1	69310
S47	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	572774
S47	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	77341
S47	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	792958
S47	paramoeba_mito_scf7180000003282_72335-73819_451	47681
S47	paramoeba_mito_scf7180000003282_2577-3764_451	13708
S47	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	114568
S47	paramoeba_mito_scf7180000003282_37622-38599_451	1205
S47	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	45252
S47	perk_nuc_scf7180000003402_73894-74460_1	151544
S47	perk_nuc_scf7180000003591_3416-4408_1-990_1	211813
S47	perk_nuc_scf7180000003623_28906-30006_1-1100_1	40241
S47	perk_nuc_scf7180000003752_5410-7175_739-1757_1	89628
S47	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
S47	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	3446
S47	perk_nuc_scf7180000003402_73455-74100_1	1757801
S47	perk_nuc_scf7180000003352_71298-72206_1-908_1	1969861
S47	perk_nuc_scf7180000003591_3414-9913_1-2291_901	101729
S47	perk_nuc_scf7180000003334_39138-40969_372-1777_1	41083
S47	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	4016
S47	perk_nuc_scf7180000003602_54737-56021_1-1284_1	21923
S47	perk_nuc_scf7180000003687_22701-24808_4-2107_901	233390
S47	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	5993
S47	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	10319
S47	perk_nuc_scf7180000003687_22703-23724_2-1021_1	764905
S47	perk_nuc_scf7180000003411_95621-97517_1-1896_1	31079
S47	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	30624
S47	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	453016
S47	perk_nuc_scf7180000003687_28378-29539_1-1161_1	282671
S47	perk_nuc_scf7180000003660_28831-29439_1	376386
S47	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
S47	perk_nuc_scf7180000003435_21523-22534_1-1011_1	86535
S47	perk_nuc_scf7180000003334_14360-15471_115-1021_1	2135821
S47	paramoeba_nuc_scf7180000003402_66620-67222_1	272145
S47	perk_nuc_scf7180000003316_105075-106432_82-1354_1	54282
S47	paramoeba_nuc_scf7180000003517_25093-25627_1	2927
S47	perk_nuc_scf7180000003478_19048-20119_1-1071_1	58578
S47	perk_nuc_scf7180000003897_23035-23940_1-905_1	19930
S47	perk_nuc_scf7180000003532_6044-7296_4-1252_1	160962
S47	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	12728
S47	perk_nuc_scf7180000003402_72046-72895_1	17177
S47	perk_nuc_scf7180000003709_72424-73568_3-1144_1	529764
S47	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	2356
S47	perk_nuc_scf7180000003560_925-2762_1-1837_901	115129
S47	perk_nuc_scf7180000003326_75881-76823_1-942_1	65563
S47	perk_nuc_scf7180000003897_16527-17683_3-1156_1	370127
S47	perk_nuc_scf7180000003913_1473-2529_1-1056_1	343963
S47	perk_nuc_scf7180000003454_34019-35215_1-1193_1	1477
S47	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	24604
S47	perk_nuc_scf7180000003515_97393-101483_18-3600_901	132235
S47	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	45672
S47	paramoeba_mito_scf7180000003282_5381-6781_1	737293
S47	paramoeba_nuc_scf7180000004653_9090-9584_1	1175212
S48	paramoeba_mito_scf7180000003282_17181-17683_1	211054
S48	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	0
S48	paramoeba_nuc_scf7180000003537_4360-5238_1	31799
S48	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	843532
S48	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	48179
S48	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	1163301
S48	paramoeba_mito_scf7180000003282_72335-73819_451	222387
S48	paramoeba_mito_scf7180000003282_2577-3764_451	10896
S48	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	20002
S48	paramoeba_mito_scf7180000003282_37622-38599_451	7363
S48	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	0
S48	perk_nuc_scf7180000003402_73894-74460_1	137686
S48	perk_nuc_scf7180000003591_3416-4408_1-990_1	202856
S48	perk_nuc_scf7180000003623_28906-30006_1-1100_1	13308
S48	perk_nuc_scf7180000003752_5410-7175_739-1757_1	47143
S48	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
S48	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	0
S48	perk_nuc_scf7180000003402_73455-74100_1	3381318
S48	perk_nuc_scf7180000003352_71298-72206_1-908_1	962223
S48	perk_nuc_scf7180000003591_3414-9913_1-2291_901	5830
S48	perk_nuc_scf7180000003334_39138-40969_372-1777_1	7584
S48	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	1623
S48	perk_nuc_scf7180000003602_54737-56021_1-1284_1	156328
S48	perk_nuc_scf7180000003687_22701-24808_4-2107_901	46821
S48	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	105907
S48	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	23
S48	perk_nuc_scf7180000003687_22703-23724_2-1021_1	76964
S48	perk_nuc_scf7180000003411_95621-97517_1-1896_1	34208
S48	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	365
S48	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	324911
S48	perk_nuc_scf7180000003687_28378-29539_1-1161_1	163916
S48	perk_nuc_scf7180000003660_28831-29439_1	25360
S48	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
S48	perk_nuc_scf7180000003435_21523-22534_1-1011_1	49285
S48	perk_nuc_scf7180000003334_14360-15471_115-1021_1	1132931
S48	paramoeba_nuc_scf7180000003402_66620-67222_1	163182
S48	perk_nuc_scf7180000003316_105075-106432_82-1354_1	761
S48	paramoeba_nuc_scf7180000003517_25093-25627_1	4841
S48	perk_nuc_scf7180000003478_19048-20119_1-1071_1	124
S48	perk_nuc_scf7180000003897_23035-23940_1-905_1	47
S48	perk_nuc_scf7180000003532_6044-7296_4-1252_1	9451
S48	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	15581
S48	perk_nuc_scf7180000003402_72046-72895_1	7507
S48	perk_nuc_scf7180000003709_72424-73568_3-1144_1	154802
S48	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	1500
S48	perk_nuc_scf7180000003560_925-2762_1-1837_901	1087376
S48	perk_nuc_scf7180000003326_75881-76823_1-942_1	33173
S48	perk_nuc_scf7180000003897_16527-17683_3-1156_1	300762
S48	perk_nuc_scf7180000003913_1473-2529_1-1056_1	170875
S48	perk_nuc_scf7180000003454_34019-35215_1-1193_1	3358
S48	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	18399
S48	perk_nuc_scf7180000003515_97393-101483_18-3600_901	89279
S48	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	32620
S48	paramoeba_mito_scf7180000003282_5381-6781_1	1249806
S48	paramoeba_nuc_scf7180000004653_9090-9584_1	2081136
S53	paramoeba_mito_scf7180000003282_17181-17683_1	32808
S53	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	2
S53	paramoeba_nuc_scf7180000003537_4360-5238_1	27
S53	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	112537
S53	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	11
S53	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	374768
S53	paramoeba_mito_scf7180000003282_72335-73819_451	58466
S53	paramoeba_mito_scf7180000003282_2577-3764_451	12927
S53	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	2066
S53	paramoeba_mito_scf7180000003282_37622-38599_451	1113
S53	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	58
S53	perk_nuc_scf7180000003402_73894-74460_1	37207
S53	perk_nuc_scf7180000003591_3416-4408_1-990_1	152616
S53	perk_nuc_scf7180000003623_28906-30006_1-1100_1	21926
S53	perk_nuc_scf7180000003752_5410-7175_739-1757_1	70114
S53	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
S53	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	0
S53	perk_nuc_scf7180000003402_73455-74100_1	2543085
S53	perk_nuc_scf7180000003352_71298-72206_1-908_1	1498856
S53	perk_nuc_scf7180000003591_3414-9913_1-2291_901	19089
S53	perk_nuc_scf7180000003334_39138-40969_372-1777_1	5415
S53	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	6617
S53	perk_nuc_scf7180000003602_54737-56021_1-1284_1	50152
S53	perk_nuc_scf7180000003687_22701-24808_4-2107_901	90632
S53	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	14
S53	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	17
S53	perk_nuc_scf7180000003687_22703-23724_2-1021_1	315
S53	perk_nuc_scf7180000003411_95621-97517_1-1896_1	38226
S53	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	24612
S53	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	297325
S53	perk_nuc_scf7180000003687_28378-29539_1-1161_1	402980
S53	perk_nuc_scf7180000003660_28831-29439_1	10155
S53	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
S53	perk_nuc_scf7180000003435_21523-22534_1-1011_1	72526
S53	perk_nuc_scf7180000003334_14360-15471_115-1021_1	602552
S53	paramoeba_nuc_scf7180000003402_66620-67222_1	72892
S53	perk_nuc_scf7180000003316_105075-106432_82-1354_1	19835
S53	paramoeba_nuc_scf7180000003517_25093-25627_1	3081
S53	perk_nuc_scf7180000003478_19048-20119_1-1071_1	138
S53	perk_nuc_scf7180000003897_23035-23940_1-905_1	2208
S53	perk_nuc_scf7180000003532_6044-7296_4-1252_1	191
S53	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	20616
S53	perk_nuc_scf7180000003402_72046-72895_1	18537
S53	perk_nuc_scf7180000003709_72424-73568_3-1144_1	258745
S53	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	94
S53	perk_nuc_scf7180000003560_925-2762_1-1837_901	701435
S53	perk_nuc_scf7180000003326_75881-76823_1-942_1	34439
S53	perk_nuc_scf7180000003897_16527-17683_3-1156_1	213577
S53	perk_nuc_scf7180000003913_1473-2529_1-1056_1	469674
S53	perk_nuc_scf7180000003454_34019-35215_1-1193_1	1433
S53	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	0
S53	perk_nuc_scf7180000003515_97393-101483_18-3600_901	6563
S53	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	46828
S53	paramoeba_mito_scf7180000003282_5381-6781_1	343075
S53	paramoeba_nuc_scf7180000004653_9090-9584_1	757293
