Sample	Target	Reads
S24	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	63255
S24	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	398954
S24	paramoeba_mito_scf7180000003282_72335-73819_451	99248
S24	paramoeba_mito_scf7180000003282_2577-3764_451	30269
S24	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	68045
S24	paramoeba_mito_scf7180000003282_37622-38599_451	21238
S24	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	20425
S24	perk_nuc_scf7180000003402_73894-74460_1	27534
S24	perk_nuc_scf7180000003591_3416-4408_1-990_1	58675
S24	perk_nuc_scf7180000003623_28906-30006_1-1100_1	8271
S24	perk_nuc_scf7180000003752_5410-7175_739-1757_1	62124
S24	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
S24	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	21922
S24	perk_nuc_scf7180000003402_73455-74100_1	112807
S24	perk_nuc_scf7180000003352_71298-72206_1-908_1	1186213
S24	perk_nuc_scf7180000003591_3414-9913_1-2291_901	26117
S24	perk_nuc_scf7180000003334_39138-40969_372-1777_1	31341
S24	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	79905
S24	perk_nuc_scf7180000003602_54737-56021_1-1284_1	73585
S24	perk_nuc_scf7180000003687_22701-24808_4-2107_901	42469
S24	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	21950
S24	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	53176
S24	perk_nuc_scf7180000003687_22703-23724_2-1021_1	48054
S24	perk_nuc_scf7180000003411_95621-97517_1-1896_1	27733
S24	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	25006
S24	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	46129
S24	perk_nuc_scf7180000003687_28378-29539_1-1161_1	73884
S24	perk_nuc_scf7180000003660_28831-29439_1	66623
S24	perk_nuc_scf7180000003435_20352-22534_1-2182_901	19
S24	perk_nuc_scf7180000003435_21523-22534_1-1011_1	26620
S24	perk_nuc_scf7180000003334_14360-15471_115-1021_1	170741
S24	paramoeba_nuc_scf7180000003402_66620-67222_1	123516
S24	perk_nuc_scf7180000003316_105075-106432_82-1354_1	48036
S24	paramoeba_nuc_scf7180000003517_25093-25627_1	25234
S24	perk_nuc_scf7180000003478_19048-20119_1-1071_1	53593
S24	perk_nuc_scf7180000003897_23035-23940_1-905_1	30118
S24	perk_nuc_scf7180000003532_6044-7296_4-1252_1	14605
S24	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	5721
S24	perk_nuc_scf7180000003402_72046-72895_1	23920
S24	perk_nuc_scf7180000003709_72424-73568_3-1144_1	31044
S24	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	23197
S24	perk_nuc_scf7180000003560_925-2762_1-1837_901	221334
S24	perk_nuc_scf7180000003326_75881-76823_1-942_1	19630
S24	perk_nuc_scf7180000003897_16527-17683_3-1156_1	462278
S24	perk_nuc_scf7180000003913_1473-2529_1-1056_1	128771
S24	perk_nuc_scf7180000003454_34019-35215_1-1193_1	4583
S24	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	10497
S24	perk_nuc_scf7180000003515_97393-101483_18-3600_901	45317
S24	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	135353
S24	paramoeba_mito_scf7180000003282_5381-6781_1	58854
S24	paramoeba_nuc_scf7180000004653_9090-9584_1	781913
S25	paramoeba_mito_scf7180000003282_17181-17683_1	181987
S25	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	0
S25	paramoeba_nuc_scf7180000003537_4360-5238_1	29328
S25	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	728392
S25	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	8842
S25	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	885018
S25	paramoeba_mito_scf7180000003282_72335-73819_451	88694
S25	paramoeba_mito_scf7180000003282_2577-3764_451	5815
S25	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	65907
S25	paramoeba_mito_scf7180000003282_37622-38599_451	11461
S25	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	0
S25	perk_nuc_scf7180000003402_73894-74460_1	285004
S25	perk_nuc_scf7180000003591_3416-4408_1-990_1	42768
S25	perk_nuc_scf7180000003623_28906-30006_1-1100_1	13622
S25	perk_nuc_scf7180000003752_5410-7175_739-1757_1	36582
S25	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
S25	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	18
S25	perk_nuc_scf7180000003402_73455-74100_1	4064143
S25	perk_nuc_scf7180000003352_71298-72206_1-908_1	1187350
S25	perk_nuc_scf7180000003591_3414-9913_1-2291_901	78005
S25	perk_nuc_scf7180000003334_39138-40969_372-1777_1	13925
S25	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	90082
S25	perk_nuc_scf7180000003602_54737-56021_1-1284_1	519175
S25	perk_nuc_scf7180000003687_22701-24808_4-2107_901	360290
S25	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	60298
S25	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	261
S25	perk_nuc_scf7180000003687_22703-23724_2-1021_1	361140
S25	perk_nuc_scf7180000003411_95621-97517_1-1896_1	128815
S25	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	86716
S25	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	99752
S25	perk_nuc_scf7180000003687_28378-29539_1-1161_1	764343
S25	perk_nuc_scf7180000003660_28831-29439_1	72509
S25	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
S25	perk_nuc_scf7180000003435_21523-22534_1-1011_1	32169
S25	perk_nuc_scf7180000003334_14360-15471_115-1021_1	684580
S25	paramoeba_nuc_scf7180000003402_66620-67222_1	534536
S25	perk_nuc_scf7180000003316_105075-106432_82-1354_1	60785
S25	paramoeba_nuc_scf7180000003517_25093-25627_1	6503
S25	perk_nuc_scf7180000003478_19048-20119_1-1071_1	2714
S25	perk_nuc_scf7180000003897_23035-23940_1-905_1	118221
S25	perk_nuc_scf7180000003532_6044-7296_4-1252_1	195750
S25	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	7169
S25	perk_nuc_scf7180000003402_72046-72895_1	7002
S25	perk_nuc_scf7180000003709_72424-73568_3-1144_1	884450
S25	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	2330
S25	perk_nuc_scf7180000003560_925-2762_1-1837_901	1114686
S25	perk_nuc_scf7180000003326_75881-76823_1-942_1	208476
S25	perk_nuc_scf7180000003897_16527-17683_3-1156_1	1222527
S25	perk_nuc_scf7180000003913_1473-2529_1-1056_1	1039088
S25	perk_nuc_scf7180000003454_34019-35215_1-1193_1	12298
S25	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	177898
S25	perk_nuc_scf7180000003515_97393-101483_18-3600_901	754215
S25	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	9517
S25	paramoeba_mito_scf7180000003282_5381-6781_1	941663
S25	paramoeba_nuc_scf7180000004653_9090-9584_1	2091281
S26	paramoeba_mito_scf7180000003282_17181-17683_1	149352
S26	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	6610
S26	paramoeba_nuc_scf7180000003537_4360-5238_1	26324
S26	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	570227
S26	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	87270
S26	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	881692
S26	paramoeba_mito_scf7180000003282_72335-73819_451	102126
S26	paramoeba_mito_scf7180000003282_2577-3764_451	13591
S26	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	108634
S26	paramoeba_mito_scf7180000003282_37622-38599_451	4733
S26	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	16618
S26	perk_nuc_scf7180000003402_73894-74460_1	259950
S26	perk_nuc_scf7180000003591_3416-4408_1-990_1	74772
S26	perk_nuc_scf7180000003623_28906-30006_1-1100_1	21220
S26	perk_nuc_scf7180000003752_5410-7175_739-1757_1	35249
S26	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
S26	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	12125
S26	perk_nuc_scf7180000003402_73455-74100_1	2895399
S26	perk_nuc_scf7180000003352_71298-72206_1-908_1	724413
S26	perk_nuc_scf7180000003591_3414-9913_1-2291_901	42754
S26	perk_nuc_scf7180000003334_39138-40969_372-1777_1	75857
S26	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	7728
S26	perk_nuc_scf7180000003602_54737-56021_1-1284_1	184012
S26	perk_nuc_scf7180000003687_22701-24808_4-2107_901	98166
S26	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	1793
S26	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	1595
S26	perk_nuc_scf7180000003687_22703-23724_2-1021_1	420459
S26	perk_nuc_scf7180000003411_95621-97517_1-1896_1	31510
S26	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	42836
S26	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	88377
S26	perk_nuc_scf7180000003687_28378-29539_1-1161_1	222413
S26	perk_nuc_scf7180000003660_28831-29439_1	104049
S26	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
S26	perk_nuc_scf7180000003435_21523-22534_1-1011_1	29227
S26	perk_nuc_scf7180000003334_14360-15471_115-1021_1	831448
S26	paramoeba_nuc_scf7180000003402_66620-67222_1	385400
S26	perk_nuc_scf7180000003316_105075-106432_82-1354_1	28801
S26	paramoeba_nuc_scf7180000003517_25093-25627_1	15101
S26	perk_nuc_scf7180000003478_19048-20119_1-1071_1	29538
S26	perk_nuc_scf7180000003897_23035-23940_1-905_1	37997
S26	perk_nuc_scf7180000003532_6044-7296_4-1252_1	96519
S26	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	16994
S26	perk_nuc_scf7180000003402_72046-72895_1	13895
S26	perk_nuc_scf7180000003709_72424-73568_3-1144_1	352538
S26	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	1170
S26	perk_nuc_scf7180000003560_925-2762_1-1837_901	264324
S26	perk_nuc_scf7180000003326_75881-76823_1-942_1	22613
S26	perk_nuc_scf7180000003897_16527-17683_3-1156_1	290363
S26	perk_nuc_scf7180000003913_1473-2529_1-1056_1	228585
S26	perk_nuc_scf7180000003454_34019-35215_1-1193_1	11256
S26	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	119772
S26	perk_nuc_scf7180000003515_97393-101483_18-3600_901	12081
S26	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	25293
S26	paramoeba_mito_scf7180000003282_5381-6781_1	933809
S26	paramoeba_nuc_scf7180000004653_9090-9584_1	1961261
S28	paramoeba_mito_scf7180000003282_17181-17683_1	82818
S28	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	0
S28	paramoeba_nuc_scf7180000003537_4360-5238_1	30074
S28	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	339852
S28	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	15371
S28	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	547864
S28	paramoeba_mito_scf7180000003282_72335-73819_451	57451
S28	paramoeba_mito_scf7180000003282_2577-3764_451	10030
S28	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	78258
S28	paramoeba_mito_scf7180000003282_37622-38599_451	66237
S28	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	10947
S28	perk_nuc_scf7180000003402_73894-74460_1	521098
S28	perk_nuc_scf7180000003591_3416-4408_1-990_1	185610
S28	perk_nuc_scf7180000003623_28906-30006_1-1100_1	33973
S28	perk_nuc_scf7180000003752_5410-7175_739-1757_1	31712
S28	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
S28	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	5965
S28	perk_nuc_scf7180000003402_73455-74100_1	2818728
S28	perk_nuc_scf7180000003352_71298-72206_1-908_1	1248331
S28	perk_nuc_scf7180000003591_3414-9913_1-2291_901	90921
S28	perk_nuc_scf7180000003334_39138-40969_372-1777_1	177090
S28	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	61368
S28	perk_nuc_scf7180000003602_54737-56021_1-1284_1	421593
S28	perk_nuc_scf7180000003687_22701-24808_4-2107_901	266418
S28	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	1774
S28	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	1475
S28	perk_nuc_scf7180000003687_22703-23724_2-1021_1	405878
S28	perk_nuc_scf7180000003411_95621-97517_1-1896_1	202759
S28	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	77407
S28	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	45264
S28	perk_nuc_scf7180000003687_28378-29539_1-1161_1	461421
S28	perk_nuc_scf7180000003660_28831-29439_1	77678
S28	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
S28	perk_nuc_scf7180000003435_21523-22534_1-1011_1	55703
S28	perk_nuc_scf7180000003334_14360-15471_115-1021_1	314304
S28	paramoeba_nuc_scf7180000003402_66620-67222_1	535374
S28	perk_nuc_scf7180000003316_105075-106432_82-1354_1	154112
S28	paramoeba_nuc_scf7180000003517_25093-25627_1	16600
S28	perk_nuc_scf7180000003478_19048-20119_1-1071_1	25674
S28	perk_nuc_scf7180000003897_23035-23940_1-905_1	112660
S28	perk_nuc_scf7180000003532_6044-7296_4-1252_1	273234
S28	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	10411
S28	perk_nuc_scf7180000003402_72046-72895_1	6079
S28	perk_nuc_scf7180000003709_72424-73568_3-1144_1	637382
S28	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	4145
S28	perk_nuc_scf7180000003560_925-2762_1-1837_901	915541
S28	perk_nuc_scf7180000003326_75881-76823_1-942_1	128655
S28	perk_nuc_scf7180000003897_16527-17683_3-1156_1	1104205
S28	perk_nuc_scf7180000003913_1473-2529_1-1056_1	868498
S28	perk_nuc_scf7180000003454_34019-35215_1-1193_1	53317
S28	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	117868
S28	perk_nuc_scf7180000003515_97393-101483_18-3600_901	539626
S28	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	11086
S28	paramoeba_mito_scf7180000003282_5381-6781_1	603098
S28	paramoeba_nuc_scf7180000004653_9090-9584_1	1328662
S29	paramoeba_mito_scf7180000003282_17181-17683_1	40241
S29	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	6176
S29	paramoeba_nuc_scf7180000003537_4360-5238_1	19554
S29	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	118238
S29	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	40674
S29	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	261285
S29	paramoeba_mito_scf7180000003282_72335-73819_451	54454
S29	paramoeba_mito_scf7180000003282_2577-3764_451	17196
S29	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	30747
S29	paramoeba_mito_scf7180000003282_37622-38599_451	14395
S29	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	11586
S29	perk_nuc_scf7180000003402_73894-74460_1	96641
S29	perk_nuc_scf7180000003591_3416-4408_1-990_1	48933
S29	perk_nuc_scf7180000003623_28906-30006_1-1100_1	6590
S29	perk_nuc_scf7180000003752_5410-7175_739-1757_1	40239
S29	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
S29	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	7921
S29	perk_nuc_scf7180000003402_73455-74100_1	973835
S29	perk_nuc_scf7180000003352_71298-72206_1-908_1	251344
S29	perk_nuc_scf7180000003591_3414-9913_1-2291_901	25241
S29	perk_nuc_scf7180000003334_39138-40969_372-1777_1	33943
S29	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	13874
S29	perk_nuc_scf7180000003602_54737-56021_1-1284_1	53107
S29	perk_nuc_scf7180000003687_22701-24808_4-2107_901	22050
S29	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	19464
S29	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	27448
S29	perk_nuc_scf7180000003687_22703-23724_2-1021_1	67921
S29	perk_nuc_scf7180000003411_95621-97517_1-1896_1	21619
S29	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	20434
S29	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	24170
S29	perk_nuc_scf7180000003687_28378-29539_1-1161_1	65277
S29	perk_nuc_scf7180000003660_28831-29439_1	54079
S29	perk_nuc_scf7180000003435_20352-22534_1-2182_901	27
S29	perk_nuc_scf7180000003435_21523-22534_1-1011_1	16081
S29	perk_nuc_scf7180000003334_14360-15471_115-1021_1	321469
S29	paramoeba_nuc_scf7180000003402_66620-67222_1	69261
S29	perk_nuc_scf7180000003316_105075-106432_82-1354_1	39740
S29	paramoeba_nuc_scf7180000003517_25093-25627_1	12938
S29	perk_nuc_scf7180000003478_19048-20119_1-1071_1	29874
S29	perk_nuc_scf7180000003897_23035-23940_1-905_1	18831
S29	perk_nuc_scf7180000003532_6044-7296_4-1252_1	23042
S29	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	2677
S29	perk_nuc_scf7180000003402_72046-72895_1	14440
S29	perk_nuc_scf7180000003709_72424-73568_3-1144_1	62552
S29	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	12741
S29	perk_nuc_scf7180000003560_925-2762_1-1837_901	122685
S29	perk_nuc_scf7180000003326_75881-76823_1-942_1	14027
S29	perk_nuc_scf7180000003897_16527-17683_3-1156_1	214457
S29	perk_nuc_scf7180000003913_1473-2529_1-1056_1	53500
S29	perk_nuc_scf7180000003454_34019-35215_1-1193_1	3230
S29	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	8967
S29	perk_nuc_scf7180000003515_97393-101483_18-3600_901	33435
S29	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	104389
S29	paramoeba_mito_scf7180000003282_5381-6781_1	170867
S29	paramoeba_nuc_scf7180000004653_9090-9584_1	549085
S2	paramoeba_mito_scf7180000003282_17181-17683_1	116845
S2	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	0
S2	paramoeba_nuc_scf7180000003537_4360-5238_1	31914
S2	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	112002
S2	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	40097
S2	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	328597
S2	paramoeba_mito_scf7180000003282_72335-73819_451	54685
S2	paramoeba_mito_scf7180000003282_2577-3764_451	17910
S2	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	52535
S2	paramoeba_mito_scf7180000003282_37622-38599_451	1743
S2	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	31055
S2	perk_nuc_scf7180000003402_73894-74460_1	51656
S2	perk_nuc_scf7180000003591_3416-4408_1-990_1	86242
S2	perk_nuc_scf7180000003623_28906-30006_1-1100_1	28292
S2	perk_nuc_scf7180000003752_5410-7175_739-1757_1	58010
S2	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
S2	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	22442
S2	perk_nuc_scf7180000003402_73455-74100_1	516540
S2	perk_nuc_scf7180000003352_71298-72206_1-908_1	509115
S2	perk_nuc_scf7180000003591_3414-9913_1-2291_901	41695
S2	perk_nuc_scf7180000003334_39138-40969_372-1777_1	27752
S2	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	7854
S2	perk_nuc_scf7180000003602_54737-56021_1-1284_1	63559
S2	perk_nuc_scf7180000003687_22701-24808_4-2107_901	69529
S2	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	2829
S2	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	5758
S2	perk_nuc_scf7180000003687_22703-23724_2-1021_1	45746
S2	perk_nuc_scf7180000003411_95621-97517_1-1896_1	441
S2	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	36714
S2	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	94732
S2	perk_nuc_scf7180000003687_28378-29539_1-1161_1	175125
S2	perk_nuc_scf7180000003660_28831-29439_1	125389
S2	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
S2	perk_nuc_scf7180000003435_21523-22534_1-1011_1	37160
S2	perk_nuc_scf7180000003334_14360-15471_115-1021_1	689233
S2	paramoeba_nuc_scf7180000003402_66620-67222_1	40683
S2	perk_nuc_scf7180000003316_105075-106432_82-1354_1	36322
S2	paramoeba_nuc_scf7180000003517_25093-25627_1	22127
S2	perk_nuc_scf7180000003478_19048-20119_1-1071_1	42887
S2	perk_nuc_scf7180000003897_23035-23940_1-905_1	36305
S2	perk_nuc_scf7180000003532_6044-7296_4-1252_1	34025
S2	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	34074
S2	perk_nuc_scf7180000003402_72046-72895_1	18827
S2	perk_nuc_scf7180000003709_72424-73568_3-1144_1	212241
S2	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	1735
S2	perk_nuc_scf7180000003560_925-2762_1-1837_901	235602
S2	perk_nuc_scf7180000003326_75881-76823_1-942_1	49263
S2	perk_nuc_scf7180000003897_16527-17683_3-1156_1	19705
S2	perk_nuc_scf7180000003913_1473-2529_1-1056_1	371711
S2	perk_nuc_scf7180000003454_34019-35215_1-1193_1	18403
S2	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	19235
S2	perk_nuc_scf7180000003515_97393-101483_18-3600_901	9726
S2	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	16882
S2	paramoeba_mito_scf7180000003282_5381-6781_1	336245
S2	paramoeba_nuc_scf7180000004653_9090-9584_1	399163
S30	paramoeba_mito_scf7180000003282_17181-17683_1	210316
S30	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	0
S30	paramoeba_nuc_scf7180000003537_4360-5238_1	39499
S30	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	122735
S30	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	57318
S30	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	421960
S30	paramoeba_mito_scf7180000003282_72335-73819_451	59228
S30	paramoeba_mito_scf7180000003282_2577-3764_451	8733
S30	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	14949
S30	paramoeba_mito_scf7180000003282_37622-38599_451	3621
S30	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	4
S30	perk_nuc_scf7180000003402_73894-74460_1	78467
S30	perk_nuc_scf7180000003591_3416-4408_1-990_1	154640
S30	perk_nuc_scf7180000003623_28906-30006_1-1100_1	10215
S30	perk_nuc_scf7180000003752_5410-7175_739-1757_1	58320
S30	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
S30	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	0
S30	perk_nuc_scf7180000003402_73455-74100_1	1733444
S30	perk_nuc_scf7180000003352_71298-72206_1-908_1	952966
S30	perk_nuc_scf7180000003591_3414-9913_1-2291_901	6171
S30	perk_nuc_scf7180000003334_39138-40969_372-1777_1	36147
S30	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	5118
S30	perk_nuc_scf7180000003602_54737-56021_1-1284_1	119289
S30	perk_nuc_scf7180000003687_22701-24808_4-2107_901	42766
S30	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	175557
S30	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	35
S30	perk_nuc_scf7180000003687_22703-23724_2-1021_1	76708
S30	perk_nuc_scf7180000003411_95621-97517_1-1896_1	45735
S30	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	1357
S30	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	225507
S30	perk_nuc_scf7180000003687_28378-29539_1-1161_1	194300
S30	perk_nuc_scf7180000003660_28831-29439_1	12325
S30	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
S30	perk_nuc_scf7180000003435_21523-22534_1-1011_1	49765
S30	perk_nuc_scf7180000003334_14360-15471_115-1021_1	1341515
S30	paramoeba_nuc_scf7180000003402_66620-67222_1	151864
S30	perk_nuc_scf7180000003316_105075-106432_82-1354_1	3532
S30	paramoeba_nuc_scf7180000003517_25093-25627_1	2837
S30	perk_nuc_scf7180000003478_19048-20119_1-1071_1	292
S30	perk_nuc_scf7180000003897_23035-23940_1-905_1	1284
S30	perk_nuc_scf7180000003532_6044-7296_4-1252_1	25313
S30	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	21407
S30	perk_nuc_scf7180000003402_72046-72895_1	11375
S30	perk_nuc_scf7180000003709_72424-73568_3-1144_1	280052
S30	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	99
S30	perk_nuc_scf7180000003560_925-2762_1-1837_901	353091
S30	perk_nuc_scf7180000003326_75881-76823_1-942_1	16396
S30	perk_nuc_scf7180000003897_16527-17683_3-1156_1	196935
S30	perk_nuc_scf7180000003913_1473-2529_1-1056_1	254453
S30	perk_nuc_scf7180000003454_34019-35215_1-1193_1	2080
S30	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	27156
S30	perk_nuc_scf7180000003515_97393-101483_18-3600_901	96557
S30	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	23890
